match_id,match_date,map_name,match_type,total_players,winner_team,match_duration_minutes,total_kills
M000204,2025-02-03,Miramar,Classic Solo,100,Team_D,19,76
M000205,2025-08-19,Erangel,Classic Solo,60,Team_V,20,53
M000206,2025-01-06,Erangel,Arcade,60,Team_L,34,94
M000207,2025-02-05,Erangel,Classic Solo,100,Team_G,29,159
M000208,2025-01-28,Sanhok,Classic Solo,100,Team_L,32,118
M000209,2025-05-09,Miramar,Arcade,100,Team_S,19,112
M000210,2025-12-09,Sanhok,Arcade,60,Team_H,17,131
M000211,2025-03-16,Livik,Classic Solo,60,Team_I,27,71
M000212,2025-07-08,Miramar,Classic Solo,100,Team_B,28,88
M000213,2025-01-29,Vikendi,Classic Duo,100,Team_D,25,63
M000214,2025-04-18,Livik,Classic Squad,100,Team_R,26,53
M000215,2025-08-24,Sanhok,Classic Squad,100,Team_V,15,74
M000216,2025-07-08,Livik,Classic Solo,100,Team_H,18,111
M000217,2025-06-28,Vikendi,Classic Squad,60,Team_H,29,97
M000218,2025-07-28,Livik,Classic Solo,100,Team_H,33,67
M000219,2025-03-05,Livik,Classic Solo,60,Team_Q,23,121
M000220,2025-07-27,Vikendi,Classic Squad,60,Team_R,22,64
M000221,2025-11-25,Sanhok,Classic Solo,100,Team_Z,20,112
M000222,2025-09-20,Sanhok,Classic Duo,100,Team_A,22,57
M000223,2025-04-03,Sanhok,Arcade,60,Team_M,35,50
M000224,2025-01-26,Erangel,Classic Solo,60,Team_M,20,90
M000225,2025-04-16,Vikendi,Classic Squad,100,Team_B,30,137
M000226,2025-02-16,Erangel,Arcade,100,Team_K,25,110
M000227,2025-11-27,Erangel,Arcade,100,Team_Y,26,114
M000228,2025-12-27,Vikendi,Classic Squad,100,Team_I,31,135
M000229,2025-01-04,Miramar,Classic Solo,100,Team_G,21,155
M000230,2025-07-09,Miramar,Arcade,100,Team_F,31,56
M000231,2025-07-31,Sanhok,Classic Solo,60,Team_Z,22,117
M000232,2025-12-25,Erangel,Classic Duo,100,Team_T,25,104
M000233,2025-01-15,Livik,Classic Solo,60,Team_F,17,100
M000234,2025-01-19,Miramar,Arcade,60,Team_G,31,61
M000235,2025-06-03,Sanhok,Classic Solo,60,Team_D,20,131
M000236,2025-11-02,Vikendi,Arcade,100,Team_Z,31,105
M000237,2025-02-26,Erangel,Arcade,100,Team_L,34,154
M000238,2025-07-24,Vikendi,Classic Solo,100,Team_K,25,139
M000239,2025-06-10,Livik,Classic Duo,100,Team_J,25,90
M000240,2025-04-18,Vikendi,Classic Squad,60,Team_O,22,146
M000241,2025-02-09,Sanhok,Classic Squad,60,Team_F,22,83
M000242,2025-12-12,Livik,Arcade,100,Team_L,35,139
M000243,2025-07-27,Sanhok,Classic Duo,60,Team_O,25,126
M000244,2025-04-11,Sanhok,Arcade,100,Team_R,19,136
M000245,2025-12-11,Livik,Classic Duo,100,Team_F,26,122
M000246,2025-07-19,Vikendi,Arcade,100,Team_C,33,102
M000247,2025-12-12,Sanhok,Classic Solo,100,Team_V,34,111
M000248,2025-11-19,Vikendi,Classic Duo,60,Team_G,20,87
M000249,2025-01-18,Livik,Arcade,100,Team_W,16,117
M000250,2025-05-07,Erangel,Arcade,60,Team_M,28,126
M000251,2025-03-25,Erangel,Classic Squad,60,Team_F,26,87
M000252,2025-12-17,Erangel,Classic Duo,100,Team_N,22,104
M000253,2025-09-07,Miramar,Arcade,100,Team_Z,24,98
M000254,2025-06-30,Sanhok,Classic Solo,60,Team_U,25,155
M000255,2025-11-19,Sanhok,Classic Solo,60,Team_R,27,143
M000256,2025-03-05,Vikendi,Arcade,100,Team_F,21,141
M000257,2025-11-16,Vikendi,Classic Solo,60,Team_T,34,160
M000258,2025-01-19,Livik,Arcade,100,Team_B,17,132
M000259,2025-12-07,Miramar,Classic Duo,100,Team_Q,17,117
M000260,2025-06-25,Vikendi,Classic Solo,60,Team_R,33,101
M000261,2025-05-11,Livik,Classic Duo,60,Team_G,29,129
M000262,2025-12-17,Livik,Classic Solo,100,Team_F,24,146
M000263,2025-07-21,Miramar,Arcade,100,Team_Y,15,73
M000264,2025-05-13,Livik,Arcade,60,Team_K,20,154
M000265,2025-08-21,Erangel,Classic Duo,100,Team_Z,21,69
M000266,2025-03-31,Miramar,Classic Squad,100,Team_R,21,120
M000267,2025-01-24,Erangel,Classic Solo,100,Team_K,18,68
M000268,2025-06-26,Miramar,Classic Squad,100,Team_W,17,109
M000269,2025-05-15,Vikendi,Arcade,100,Team_O,21,104
M000270,2025-11-30,Vikendi,Classic Squad,60,Team_A,26,64
M000271,2025-12-31,Erangel,Arcade,60,Team_M,15,153
M000272,2025-05-22,Vikendi,Arcade,60,Team_O,17,64
M000273,2025-05-05,Erangel,Classic Solo,100,Team_R,34,72
M000274,2025-03-19,Livik,Classic Squad,60,Team_J,26,80
M000275,2025-01-20,Miramar,Classic Solo,100,Team_P,25,123
M000276,2025-12-19,Vikendi,Arcade,100,Team_J,22,115
M000277,2025-10-19,Livik,Arcade,100,Team_N,25,147
M000278,2025-04-16,Sanhok,Classic Duo,100,Team_Q,21,142
M000279,2025-09-01,Vikendi,Classic Squad,100,Team_E,19,110
M000280,2025-10-17,Sanhok,Classic Solo,100,Team_F,19,136
M000281,2025-01-31,Vikendi,Classic Solo,60,Team_V,15,115
M000282,2025-01-23,Miramar,Arcade,100,Team_R,28,91
M000283,2025-06-17,Miramar,Arcade,60,Team_K,31,137
M000284,2025-08-14,Vikendi,Classic Solo,100,Team_H,16,79
M000285,2025-06-13,Miramar,Classic Duo,100,Team_M,29,83
M000286,2025-11-22,Miramar,Classic Solo,60,Team_F,16,110
M000287,2025-04-02,Sanhok,Classic Solo,60,Team_A,28,109
M000288,2025-03-31,Livik,Classic Solo,60,Team_B,27,159
M000289,2025-12-22,Erangel,Classic Duo,100,Team_J,24,134
M000290,2025-06-29,Erangel,Arcade,60,Team_W,22,82
M000291,2025-08-28,Erangel,Arcade,100,Team_P,33,50
M000292,2025-08-20,Sanhok,Classic Solo,100,Team_P,34,85
M000293,2025-08-10,Erangel,Arcade,60,Team_V,26,102
M000294,2025-12-08,Sanhok,Classic Solo,60,Team_P,18,155
M000295,2025-11-16,Erangel,Arcade,100,Team_C,23,79
M000296,2025-07-22,Sanhok,Classic Duo,100,Team_W,22,142
M000297,2025-01-21,Erangel,Classic Solo,60,Team_R,24,157
M000298,2025-04-21,Erangel,Classic Solo,60,Team_V,26,108
M000299,2025-08-06,Sanhok,Arcade,100,Team_P,15,56
M000300,2025-06-09,Erangel,Arcade,100,Team_I,20,157
M000301,2025-01-05,Miramar,Arcade,60,Team_J,33,69
M000302,2025-08-23,Vikendi,Classic Squad,100,Team_T,25,134
M000303,2025-10-07,Livik,Classic Solo,60,Team_C,23,102
M000304,2025-03-21,Erangel,Arcade,100,Team_Y,28,143
M000305,2025-10-30,Vikendi,Classic Duo,100,Team_D,21,92
M000306,2025-10-19,Miramar,Classic Duo,100,Team_J,33,157
M000307,2025-10-15,Livik,Classic Squad,60,Team_D,35,56
M000308,2025-09-15,Livik,Arcade,60,Team_U,33,96
M000309,2025-08-13,Miramar,Classic Duo,100,Team_R,17,100
M000310,2025-09-14,Erangel,Classic Duo,60,Team_J,35,72
M000311,2025-07-06,Miramar,Classic Duo,60,Team_M,22,61
M000312,2025-10-25,Livik,Classic Solo,60,Team_V,18,126
M000313,2025-11-19,Sanhok,Classic Squad,60,Team_B,27,114
M000314,2025-07-31,Livik,Classic Squad,60,Team_U,20,126
M000315,2025-02-12,Sanhok,Classic Duo,60,Team_D,35,62
M000316,2025-11-21,Erangel,Classic Duo,60,Team_N,17,80
M000317,2025-10-18,Vikendi,Classic Squad,100,Team_T,19,97
M000318,2025-03-23,Sanhok,Classic Solo,100,Team_C,33,156
M000319,2025-10-22,Vikendi,Arcade,60,Team_W,26,119
M000320,2025-12-21,Livik,Classic Duo,60,Team_V,15,138
M000321,2025-04-19,Livik,Classic Squad,100,Team_O,23,65
M000322,2025-10-02,Sanhok,Classic Squad,60,Team_H,17,156
M000323,2025-12-22,Erangel,Classic Squad,100,Team_S,30,139
M000324,2025-06-12,Miramar,Classic Solo,60,Team_Q,24,51
M000325,2025-12-14,Sanhok,Classic Squad,100,Team_W,16,52
M000326,2025-06-12,Sanhok,Classic Squad,100,Team_I,25,139
M000327,2025-03-06,Vikendi,Classic Squad,100,Team_E,30,88
M000328,2025-10-11,Miramar,Arcade,100,Team_U,25,156
M000329,2025-05-14,Erangel,Classic Solo,100,Team_A,20,142
M000330,2025-07-02,Livik,Classic Duo,60,Team_W,30,115
M000331,2025-07-05,Vikendi,Classic Squad,100,Team_Y,16,145
M000332,2025-12-19,Miramar,Classic Solo,100,Team_F,32,51
M000333,2025-11-17,Vikendi,Classic Solo,60,Team_W,19,87
M000334,2025-04-17,Livik,Classic Duo,100,Team_Z,22,135
M000335,2025-07-21,Vikendi,Arcade,60,Team_Y,33,140
M000336,2025-12-21,Vikendi,Classic Squad,100,Team_M,35,95
M000337,2025-05-13,Vikendi,Arcade,60,Team_R,23,84
M000338,2025-07-08,Livik,Arcade,60,Team_X,15,106
M000339,2025-09-03,Miramar,Arcade,100,Team_M,25,109
M000340,2025-01-19,Miramar,Classic Squad,100,Team_A,31,115
M000341,2025-05-10,Vikendi,Arcade,100,Team_I,32,53
M000342,2025-02-15,Livik,Classic Solo,100,Team_Z,27,143
M000343,2025-08-28,Erangel,Classic Duo,60,Team_P,18,138
M000344,2025-10-19,Livik,Arcade,100,Team_P,15,91
M000345,2025-05-23,Livik,Classic Duo,60,Team_U,15,125
M000346,2025-07-17,Vikendi,Classic Duo,60,Team_Z,30,60
M000347,2025-05-17,Livik,Arcade,60,Team_E,20,67
M000348,2025-11-18,Erangel,Classic Duo,100,Team_D,28,114
M000349,2025-03-03,Sanhok,Classic Squad,60,Team_A,17,106
M000350,2025-03-30,Vikendi,Arcade,60,Team_I,30,98
M000351,2025-11-11,Erangel,Classic Solo,100,Team_H,28,67
M000352,2025-07-09,Miramar,Arcade,60,Team_I,26,142
M000353,2025-12-29,Sanhok,Classic Squad,60,Team_M,28,107
M000354,2025-11-05,Erangel,Classic Squad,60,Team_E,17,80
M000355,2025-06-19,Livik,Classic Solo,100,Team_P,22,126
M000356,2025-10-21,Miramar,Classic Solo,100,Team_O,30,73
M000357,2025-08-18,Erangel,Classic Duo,60,Team_I,19,73
M000358,2025-07-17,Vikendi,Arcade,100,Team_P,28,118
M000359,2025-02-26,Livik,Classic Duo,60,Team_I,25,109
M000360,2025-03-19,Erangel,Classic Squad,100,Team_V,21,75
M000361,2025-07-09,Miramar,Arcade,100,Team_M,25,118
M000362,2025-07-24,Miramar,Classic Solo,100,Team_Z,23,145
M000363,2025-03-23,Miramar,Arcade,100,Team_L,28,152
M000364,2025-04-03,Vikendi,Classic Duo,60,Team_N,21,63
M000365,2025-01-29,Livik,Classic Squad,60,Team_E,20,122
M000366,2025-05-04,Vikendi,Classic Solo,60,Team_C,31,73
M000367,2025-05-28,Livik,Classic Solo,100,Team_V,32,118
M000368,2025-05-17,Miramar,Classic Duo,60,Team_A,33,95
M000369,2025-09-21,Miramar,Classic Duo,100,Team_Z,26,113
M000370,2025-02-18,Erangel,Classic Solo,60,Team_G,34,105
M000371,2025-11-04,Vikendi,Classic Squad,100,Team_T,15,60
M000372,2025-11-04,Livik,Arcade,100,Team_D,23,68
M000373,2025-08-21,Sanhok,Classic Duo,100,Team_K,34,135
M000374,2025-09-10,Miramar,Arcade,60,Team_R,32,76
M000375,2025-02-19,Livik,Classic Squad,60,Team_L,29,80
M000376,2025-12-24,Livik,Classic Squad,100,Team_V,30,116
M000377,2025-11-04,Miramar,Classic Squad,60,Team_X,27,141
M000378,2025-10-17,Sanhok,Classic Duo,60,Team_P,17,155
M000379,2025-08-25,Erangel,Classic Solo,60,Team_A,19,132
M000380,2025-09-26,Livik,Classic Duo,60,Team_X,16,77
M000381,2025-03-03,Vikendi,Classic Squad,60,Team_T,31,57
M000382,2025-01-09,Erangel,Classic Squad,100,Team_E,19,119
M000383,2025-06-20,Sanhok,Classic Squad,60,Team_C,15,124
M000384,2025-01-17,Miramar,Arcade,60,Team_W,26,70
M000385,2025-10-15,Erangel,Classic Duo,100,Team_N,27,58
M000386,2025-10-11,Erangel,Arcade,60,Team_Z,23,135
M000387,2025-02-26,Miramar,Classic Solo,100,Team_R,19,79
M000388,2025-03-25,Erangel,Classic Squad,60,Team_U,33,52
M000389,2025-09-15,Vikendi,Classic Squad,100,Team_Z,33,116
M000390,2025-05-14,Erangel,Classic Duo,100,Team_I,26,100
M000391,2025-01-26,Sanhok,Arcade,60,Team_P,15,155
M000392,2025-07-13,Livik,Arcade,60,Team_N,25,118
M000393,2025-11-16,Vikendi,Classic Squad,60,Team_P,21,69
M000394,2025-08-21,Livik,Classic Solo,100,Team_B,31,97
M000395,2025-12-29,Miramar,Arcade,100,Team_T,32,51
M000396,2025-11-24,Sanhok,Classic Duo,100,Team_I,26,58
M000397,2025-08-02,Erangel,Classic Squad,60,Team_M,28,115
M000398,2025-04-29,Miramar,Classic Squad,100,Team_B,15,133
M000399,2025-04-21,Livik,Classic Solo,60,Team_T,31,118
M000400,2025-05-22,Miramar,Classic Duo,60,Team_Z,33,78
M000401,2025-07-25,Erangel,Classic Solo,60,Team_V,24,92
M000402,2025-09-02,Vikendi,Arcade,100,Team_X,27,118
M000403,2025-01-19,Miramar,Classic Solo,60,Team_L,21,123
M000404,2025-05-06,Sanhok,Classic Duo,100,Team_Y,22,136
M000405,2025-03-27,Vikendi,Classic Duo,60,Team_O,26,143
M000406,2025-02-14,Erangel,Classic Duo,100,Team_G,24,65
M000407,2025-09-18,Erangel,Classic Duo,100,Team_C,23,55
M000408,2025-12-13,Livik,Classic Solo,100,Team_L,21,141
M000409,2025-10-29,Sanhok,Classic Solo,100,Team_L,32,114
M000410,2025-01-11,Livik,Arcade,100,Team_I,19,105
M000411,2025-02-07,Livik,Arcade,100,Team_I,25,106
